ID,CEFR
AR_gpt-4o_7_68_1345,B1
AR_gpt-4o_7_68_1346,B1
AR_gpt-4o_7_68_1347,B1
AR_gpt-4o_7_68_1348,B1
AR_gpt-4o_7_68_1349,B1
AR_gpt-4o_7_68_1350,B1
AR_gpt-4o_7_68_1351,B2
AR_gpt-4o_7_68_1352,B2
AR_gpt-4o_7_68_1353,B2
AR_gpt-4o_7_68_1354,B2
AR_gpt-4o_7_68_1355,B2
AR_gpt-4o_7_68_1356,B2
AR_gpt-4o_7_68_1357,B2
AR_gpt-4o_7_68_1358,B2
AR_gpt-4o_7_68_1359,B2
AR_gpt-4o_7_68_1360,B2
AR_gpt-4o_15_69_1361,B1
AR_gpt-4o_15_69_1362,B1
AR_gpt-4o_15_69_1363,B1
AR_gpt-4o_15_69_1364,B1
AR_gpt-4o_15_69_1365,B1
AR_gpt-4o_15_69_1366,B1
AR_gpt-4o_15_69_1367,B1
AR_gpt-4o_15_69_1368,B1
AR_gpt-4o_15_69_1369,B1
AR_gpt-4o_15_69_1370,B1
AR_gpt-4o_15_69_1371,B2
AR_gpt-4o_15_69_1372,B2
AR_gpt-4o_15_69_1373,B2
AR_gpt-4o_15_69_1374,B2
AR_gpt-4o_15_69_1375,B2
AR_gpt-4o_15_69_1376,B2
AR_gpt-4o_15_69_1377,B2
AR_gpt-4o_15_69_1378,B2
AR_gpt-4o_15_69_1379,B2
AR_gpt-4o_15_69_1380,B2
AR_gpt-4o_6_70_1381,B1
AR_gpt-4o_6_70_1382,B1
AR_gpt-4o_6_70_1383,B1
AR_gpt-4o_6_70_1384,B1
AR_gpt-4o_6_70_1385,B1
AR_gpt-4o_6_70_1386,B1
AR_gpt-4o_6_70_1387,B1
AR_gpt-4o_6_70_1388,B1
AR_gpt-4o_6_70_1389,B1
AR_gpt-4o_6_70_1390,B1
AR_gpt-4o_6_70_1391,B2
AR_gpt-4o_6_70_1392,B2
AR_gpt-4o_6_70_1393,B2
AR_gpt-4o_6_70_1394,B2
AR_gpt-4o_6_70_1395,B2
AR_gpt-4o_6_70_1396,B2
AR_gpt-4o_6_70_1397,B2
AR_gpt-4o_6_70_1398,B2
AR_gpt-4o_6_70_1399,B2
AR_gpt-4o_6_70_1400,B2
AR_gpt-4o_10_71_1401,B1
AR_gpt-4o_10_71_1402,B1
AR_gpt-4o_10_71_1403,B1
AR_gpt-4o_10_71_1404,B1
AR_gpt-4o_10_71_1405,B1
AR_gpt-4o_10_71_1406,B1
AR_gpt-4o_10_71_1407,B1
AR_gpt-4o_10_71_1408,B1
AR_gpt-4o_10_71_1409,B1
AR_gpt-4o_10_71_1410,B1
AR_gpt-4o_10_71_1411,B2
AR_gpt-4o_10_71_1412,B2
AR_gpt-4o_10_71_1413,B2
AR_gpt-4o_10_71_1414,B2
AR_gpt-4o_10_71_1415,B2
AR_gpt-4o_10_71_1416,B2
AR_gpt-4o_10_71_1417,B2
AR_gpt-4o_10_71_1418,B2
AR_gpt-4o_10_71_1419,B2
AR_gpt-4o_10_71_1420,B2
AR_gpt-4o_6_72_1421,B1
AR_gpt-4o_6_72_1422,B1
AR_gpt-4o_6_72_1423,B1
AR_gpt-4o_6_72_1424,B1
AR_gpt-4o_6_72_1425,B1
AR_gpt-4o_6_72_1426,B1
AR_gpt-4o_6_72_1427,B1
AR_gpt-4o_6_72_1428,B1
AR_gpt-4o_6_72_1429,B1
AR_gpt-4o_6_72_1430,B1
AR_gpt-4o_6_72_1431,B2
AR_gpt-4o_6_72_1432,B2
AR_gpt-4o_6_72_1433,B2
AR_gpt-4o_6_72_1434,B2
AR_gpt-4o_6_72_1435,B2
AR_gpt-4o_6_72_1436,B2
AR_gpt-4o_6_72_1437,B2
AR_gpt-4o_6_72_1438,B2
AR_gpt-4o_6_72_1439,B2
AR_gpt-4o_6_72_1440,B2
AR_gpt-4o_14_73_1441,B1
AR_gpt-4o_14_73_1442,B1
AR_gpt-4o_14_73_1443,B1
AR_gpt-4o_14_73_1444,B1
AR_gpt-4o_14_73_1445,B1
AR_gpt-4o_14_73_1446,B1
AR_gpt-4o_14_73_1447,B1
AR_gpt-4o_14_73_1448,B1
AR_gpt-4o_14_73_1449,B1
AR_gpt-4o_14_73_1450,B1
AR_gpt-4o_14_73_1451,B2
AR_gpt-4o_14_73_1452,B2
AR_gpt-4o_14_73_1453,B2
AR_gpt-4o_14_73_1454,B2
AR_gpt-4o_14_73_1455,B2
AR_gpt-4o_14_73_1456,B2
AR_gpt-4o_14_73_1457,B2
AR_gpt-4o_14_73_1458,B2
AR_gpt-4o_14_73_1459,B2
AR_gpt-4o_14_73_1460,B2
AR_gpt-4o_6_74_1461,B1
AR_gpt-4o_6_74_1462,B1
AR_gpt-4o_6_74_1463,B1
AR_gpt-4o_6_74_1464,B1
AR_gpt-4o_6_74_1465,B1
AR_gpt-4o_6_74_1466,B1
AR_gpt-4o_6_74_1467,B1
AR_gpt-4o_6_74_1468,B1
AR_gpt-4o_6_74_1469,B1
AR_gpt-4o_6_74_1470,B1
AR_gpt-4o_6_74_1471,B2
AR_gpt-4o_6_74_1472,B2
AR_gpt-4o_6_74_1473,B2
AR_gpt-4o_6_74_1474,B2
AR_gpt-4o_6_74_1475,B2
AR_gpt-4o_6_74_1476,B2
AR_gpt-4o_6_74_1477,B2
AR_gpt-4o_6_74_1478,B2
AR_gpt-4o_6_74_1479,B2
AR_gpt-4o_6_74_1480,B2
AR_gpt-4o_17_75_1481,B1
AR_gpt-4o_17_75_1482,B1
AR_gpt-4o_17_75_1483,B1
AR_gpt-4o_17_75_1484,B1
AR_gpt-4o_17_75_1485,B1
AR_gpt-4o_17_75_1486,B1
AR_gpt-4o_17_75_1487,B1
AR_gpt-4o_17_75_1488,B1
AR_gpt-4o_17_75_1489,B1
AR_gpt-4o_17_75_1490,B1
AR_gpt-4o_17_75_1491,B2
AR_gpt-4o_17_75_1492,B2
AR_gpt-4o_17_75_1493,B2
AR_gpt-4o_17_75_1494,B2
AR_gpt-4o_17_75_1495,B2
AR_gpt-4o_17_75_1496,B2
AR_gpt-4o_17_75_1497,B2
AR_gpt-4o_17_75_1498,B2
AR_gpt-4o_17_75_1499,B2
AR_gpt-4o_17_75_1500,B2
AR_gpt-4o_17_76_1501,B1
AR_gpt-4o_17_76_1502,B1
AR_gpt-4o_17_76_1503,B1
AR_gpt-4o_17_76_1504,B1
AR_gpt-4o_17_76_1505,B1
AR_gpt-4o_17_76_1506,B1
AR_gpt-4o_17_76_1507,B1
AR_gpt-4o_17_76_1508,B1
AR_gpt-4o_17_76_1509,B1
AR_gpt-4o_17_76_1510,B1
AR_gpt-4o_17_76_1511,B2
AR_gpt-4o_17_76_1512,B2
AR_gpt-4o_17_76_1513,B2
AR_gpt-4o_17_76_1514,B2
AR_gpt-4o_17_76_1515,B2
AR_gpt-4o_17_76_1516,B2
AR_gpt-4o_17_76_1517,B2
AR_gpt-4o_17_76_1518,B2
AR_gpt-4o_17_76_1519,B2
AR_gpt-4o_17_76_1520,B2
AR_gpt-4o_15_77_1521,B1
AR_gpt-4o_15_77_1522,B1
AR_gpt-4o_15_77_1523,B1
AR_gpt-4o_15_77_1524,B1
AR_gpt-4o_15_77_1525,B1
AR_gpt-4o_15_77_1526,B1
AR_gpt-4o_15_77_1527,B1
AR_gpt-4o_15_77_1528,B1
AR_gpt-4o_15_77_1529,B1
AR_gpt-4o_15_77_1530,B1
AR_gpt-4o_15_77_1531,B2
AR_gpt-4o_15_77_1532,B2
AR_gpt-4o_15_77_1533,B2
AR_gpt-4o_15_77_1534,B2
AR_gpt-4o_15_77_1535,B2
AR_gpt-4o_15_77_1536,B2
AR_gpt-4o_15_77_1537,B2
AR_gpt-4o_15_77_1538,B2
AR_gpt-4o_15_77_1539,B2
AR_gpt-4o_15_77_1540,B2
AR_gpt-4o_12_78_1541,B1
AR_gpt-4o_12_78_1542,B1
AR_gpt-4o_12_78_1543,B1
AR_gpt-4o_12_78_1544,B1
AR_gpt-4o_12_78_1545,B1
AR_gpt-4o_12_78_1546,B1
AR_gpt-4o_12_78_1547,B1
AR_gpt-4o_12_78_1548,B1
AR_gpt-4o_12_78_1549,B1
AR_gpt-4o_12_78_1550,B1
AR_gpt-4o_12_78_1551,B2
AR_gpt-4o_12_78_1552,B2
AR_gpt-4o_12_78_1553,B2
AR_gpt-4o_12_78_1554,B2
AR_gpt-4o_12_78_1555,B2
AR_gpt-4o_12_78_1556,B2
AR_gpt-4o_12_78_1557,B2
AR_gpt-4o_12_78_1558,B2
AR_gpt-4o_12_78_1559,B2
AR_gpt-4o_12_78_1560,B2
AR_gpt-4o_8_79_1561,B1
AR_gpt-4o_8_79_1562,B1
AR_gpt-4o_8_79_1563,B1
AR_gpt-4o_8_79_1564,B1
AR_gpt-4o_8_79_1565,B1
AR_gpt-4o_8_79_1566,B1
AR_gpt-4o_8_79_1567,B1
AR_gpt-4o_8_79_1568,B1
AR_gpt-4o_8_79_1569,B1
AR_gpt-4o_8_79_1570,B1
AR_gpt-4o_8_79_1571,B2
AR_gpt-4o_8_79_1572,B2
AR_gpt-4o_8_79_1573,B2
AR_gpt-4o_8_79_1574,B2
AR_gpt-4o_8_79_1575,B2
AR_gpt-4o_8_79_1576,B2
AR_gpt-4o_8_79_1577,B2
AR_gpt-4o_8_79_1578,B2
AR_gpt-4o_8_79_1579,B2
AR_gpt-4o_8_79_1580,B2
AR_gpt-4o_6_80_1581,B1
AR_gpt-4o_6_80_1582,B1
AR_gpt-4o_6_80_1583,B1
AR_gpt-4o_6_80_1584,B1
AR_gpt-4o_6_80_1585,B1
AR_gpt-4o_6_80_1586,B1
AR_gpt-4o_6_80_1587,B1
AR_gpt-4o_6_80_1588,B1
AR_gpt-4o_6_80_1589,B1
AR_gpt-4o_6_80_1590,B1
AR_gpt-4o_6_80_1591,B2
AR_gpt-4o_6_80_1592,B2
AR_gpt-4o_6_80_1593,B2
AR_gpt-4o_6_80_1594,B2
AR_gpt-4o_6_80_1595,B2
AR_gpt-4o_6_80_1596,B2
AR_gpt-4o_6_80_1597,B2
AR_gpt-4o_6_80_1598,B2
AR_gpt-4o_6_80_1599,B2
AR_gpt-4o_6_80_1600,B2
AR_gpt-4o_13_81_1601,B1
AR_gpt-4o_13_81_1602,B1
AR_gpt-4o_13_81_1603,B1
AR_gpt-4o_13_81_1604,B1
AR_gpt-4o_13_81_1605,B1
AR_gpt-4o_13_81_1606,B1
AR_gpt-4o_13_81_1607,B1
AR_gpt-4o_13_81_1608,B1
AR_gpt-4o_13_81_1609,B1
AR_gpt-4o_13_81_1610,B1
AR_gpt-4o_13_81_1611,B2
AR_gpt-4o_13_81_1612,B2
AR_gpt-4o_13_81_1613,B2
AR_gpt-4o_13_81_1614,B2
AR_gpt-4o_13_81_1615,B2
AR_gpt-4o_13_81_1616,B2
AR_gpt-4o_13_81_1617,B2
AR_gpt-4o_13_81_1618,B2
AR_gpt-4o_13_81_1619,B2
AR_gpt-4o_13_81_1620,B2
AR_gpt-4o_13_82_1621,B1
AR_gpt-4o_13_82_1622,B1
AR_gpt-4o_13_82_1623,B1
AR_gpt-4o_13_82_1624,B1
AR_gpt-4o_13_82_1625,B1
AR_gpt-4o_13_82_1626,B1
AR_gpt-4o_13_82_1627,B1
AR_gpt-4o_13_82_1628,B1
AR_gpt-4o_13_82_1629,B1
AR_gpt-4o_13_82_1630,B1
AR_gpt-4o_13_82_1631,B2
AR_gpt-4o_13_82_1632,B2
AR_gpt-4o_13_82_1633,B2
AR_gpt-4o_13_82_1634,B2
AR_gpt-4o_13_82_1635,B2
AR_gpt-4o_13_82_1636,B2
AR_gpt-4o_13_82_1637,B2
AR_gpt-4o_13_82_1638,B2
AR_gpt-4o_13_82_1639,B2
AR_gpt-4o_13_82_1640,B2
AR_gpt-4o_16_83_1641,B1
AR_gpt-4o_16_83_1642,B1
AR_gpt-4o_16_83_1643,B1
AR_gpt-4o_16_83_1644,B1
AR_gpt-4o_16_83_1645,B1
AR_gpt-4o_16_83_1646,B1
AR_gpt-4o_16_83_1647,B1
AR_gpt-4o_16_83_1648,B1
AR_gpt-4o_16_83_1649,B1
AR_gpt-4o_16_83_1650,B1
AR_gpt-4o_16_83_1651,B2
AR_gpt-4o_16_83_1652,B2
AR_gpt-4o_16_83_1653,B2
AR_gpt-4o_16_83_1654,B2
AR_gpt-4o_16_83_1655,B2
AR_gpt-4o_16_83_1656,B2
AR_gpt-4o_16_83_1657,B2
AR_gpt-4o_16_83_1658,B2
AR_gpt-4o_16_83_1659,B2
AR_gpt-4o_16_83_1660,B2
AR_gpt-4o_16_84_1661,B1
AR_gpt-4o_16_84_1662,B1
AR_gpt-4o_16_84_1663,B1
AR_gpt-4o_16_84_1664,B1
AR_gpt-4o_16_84_1665,B1
AR_gpt-4o_16_84_1666,B1
AR_gpt-4o_16_84_1667,B1
AR_gpt-4o_16_84_1668,B1
AR_gpt-4o_16_84_1669,B1
AR_gpt-4o_16_84_1670,B1
AR_gpt-4o_16_84_1671,B2
AR_gpt-4o_16_84_1672,B2
AR_gpt-4o_16_84_1673,B2
AR_gpt-4o_16_84_1674,B2
AR_gpt-4o_16_84_1675,B2
AR_gpt-4o_16_84_1676,B2
AR_gpt-4o_16_84_1677,B2
AR_gpt-4o_16_84_1678,B2
AR_gpt-4o_16_84_1679,B2
AR_gpt-4o_16_84_1680,B2
AR_gpt-4o_9_85_1681,B1
AR_gpt-4o_9_85_1682,B1
AR_gpt-4o_9_85_1683,B1
AR_gpt-4o_9_85_1684,B1
AR_gpt-4o_9_85_1685,B1
AR_gpt-4o_9_85_1686,B1
AR_gpt-4o_9_85_1687,B1
AR_gpt-4o_9_85_1688,B1
AR_gpt-4o_9_85_1689,B1
AR_gpt-4o_9_85_1690,B1
AR_gpt-4o_9_85_1691,B2
AR_gpt-4o_9_85_1692,B2
AR_gpt-4o_9_85_1693,B2
AR_gpt-4o_9_85_1694,B2
AR_gpt-4o_9_85_1695,B2
AR_gpt-4o_9_85_1696,B2
AR_gpt-4o_9_85_1697,B2
AR_gpt-4o_9_85_1698,B2
AR_gpt-4o_9_85_1699,B2
AR_gpt-4o_9_85_1700,B2
AR_gpt-4o_9_86_1701,B1
AR_gpt-4o_9_86_1702,B1
AR_gpt-4o_9_86_1703,B1
AR_gpt-4o_9_86_1704,B1
AR_gpt-4o_9_86_1705,B1
AR_gpt-4o_9_86_1706,B1
AR_gpt-4o_9_86_1707,B1
AR_gpt-4o_9_86_1708,B1
AR_gpt-4o_9_86_1709,B1
AR_gpt-4o_9_86_1710,B1
AR_gpt-4o_9_86_1711,B2
AR_gpt-4o_9_86_1712,B2
AR_gpt-4o_9_86_1713,B2
AR_gpt-4o_9_86_1714,B2
AR_gpt-4o_9_86_1715,B2
AR_gpt-4o_9_86_1716,B2
AR_gpt-4o_9_86_1717,B2
AR_gpt-4o_9_86_1718,B2
AR_gpt-4o_9_86_1719,B2
AR_gpt-4o_9_86_1720,B2
AR_gpt-4o_1_87_1721,B1
AR_gpt-4o_1_87_1722,B1
AR_gpt-4o_1_87_1723,B1
AR_gpt-4o_1_87_1724,B1
AR_gpt-4o_1_87_1725,B1
AR_gpt-4o_1_87_1726,B1
AR_gpt-4o_1_87_1727,B1
AR_gpt-4o_1_87_1728,B1
AR_gpt-4o_1_87_1729,B1
AR_gpt-4o_1_87_1730,B1
AR_gpt-4o_1_87_1731,B2
AR_gpt-4o_1_87_1732,B2
AR_gpt-4o_1_87_1733,B2
AR_gpt-4o_1_87_1734,B2
AR_gpt-4o_1_87_1735,B2
AR_gpt-4o_1_87_1736,B2
AR_gpt-4o_1_87_1737,B2
AR_gpt-4o_1_87_1738,B2
AR_gpt-4o_1_87_1739,B2
AR_gpt-4o_1_87_1740,B2
AR_gpt-4o_1_88_1741,B1
AR_gpt-4o_1_88_1742,B1
AR_gpt-4o_1_88_1743,B1
AR_gpt-4o_1_88_1744,B1
AR_gpt-4o_1_88_1745,B1
AR_gpt-4o_1_88_1746,B1
AR_gpt-4o_1_88_1747,B1
AR_gpt-4o_1_88_1748,B1
AR_gpt-4o_1_88_1749,B1
AR_gpt-4o_1_88_1750,B1
AR_gpt-4o_1_88_1751,B2
AR_gpt-4o_1_88_1752,B2
AR_gpt-4o_1_88_1753,B2
AR_gpt-4o_1_88_1754,B2
AR_gpt-4o_1_88_1755,B2
AR_gpt-4o_1_88_1756,B2
AR_gpt-4o_1_88_1757,B2
AR_gpt-4o_1_88_1758,B2
AR_gpt-4o_1_88_1759,B2
AR_gpt-4o_1_88_1760,B2
AR_gpt-4o_5_89_1761,B1
AR_gpt-4o_5_89_1762,B1
AR_gpt-4o_5_89_1763,B1
AR_gpt-4o_5_89_1764,B1
AR_gpt-4o_5_89_1765,B1
AR_gpt-4o_5_89_1766,B1
AR_gpt-4o_5_89_1767,B1
AR_gpt-4o_5_89_1768,B1
AR_gpt-4o_5_89_1769,B1
AR_gpt-4o_5_89_1770,B1
AR_gpt-4o_5_89_1771,B2
AR_gpt-4o_5_89_1772,B2
AR_gpt-4o_5_89_1773,B2
AR_gpt-4o_5_89_1774,B2
AR_gpt-4o_5_89_1775,B2
AR_gpt-4o_5_89_1776,B2
AR_gpt-4o_5_89_1777,B2
AR_gpt-4o_5_89_1778,B2
AR_gpt-4o_5_89_1779,B2
AR_gpt-4o_5_89_1780,B2
AR_gpt-4o_5_90_1781,B1
AR_gpt-4o_5_90_1782,B1
AR_gpt-4o_5_90_1783,B1
AR_gpt-4o_5_90_1784,B1
AR_gpt-4o_5_90_1785,B1
AR_gpt-4o_5_90_1786,B1
AR_gpt-4o_5_90_1787,B1
AR_gpt-4o_5_90_1788,B1
AR_gpt-4o_5_90_1789,B1
AR_gpt-4o_5_90_1790,B1
AR_gpt-4o_5_90_1791,B2
AR_gpt-4o_5_90_1792,B2
AR_gpt-4o_5_90_1793,B2
AR_gpt-4o_5_90_1794,B2
AR_gpt-4o_5_90_1795,B2
AR_gpt-4o_5_90_1796,B2
AR_gpt-4o_5_90_1797,B2
AR_gpt-4o_5_90_1798,B2
AR_gpt-4o_5_90_1799,B2
AR_gpt-4o_5_90_1800,B2
AR_gpt-4o_3_91_1801,B1
AR_gpt-4o_3_91_1802,B1
AR_gpt-4o_3_91_1803,B1
AR_gpt-4o_3_91_1804,B1
AR_gpt-4o_3_91_1805,B1
AR_gpt-4o_3_91_1806,B1
AR_gpt-4o_3_91_1807,B1
AR_gpt-4o_3_91_1808,B1
AR_gpt-4o_3_91_1809,B1
AR_gpt-4o_3_91_1810,B1
AR_gpt-4o_3_91_1811,B2
AR_gpt-4o_3_91_1812,B2
AR_gpt-4o_3_91_1813,B2
AR_gpt-4o_3_91_1814,B2
AR_gpt-4o_3_91_1815,B2
AR_gpt-4o_3_91_1816,B2
AR_gpt-4o_3_91_1817,B2
AR_gpt-4o_3_91_1818,B2
AR_gpt-4o_3_91_1819,B2
AR_gpt-4o_3_91_1820,B2
AR_gpt-4o_3_92_1821,B1
AR_gpt-4o_3_92_1822,B1
AR_gpt-4o_3_92_1823,B1
AR_gpt-4o_3_92_1824,B1
AR_gpt-4o_3_92_1825,B1
AR_gpt-4o_3_92_1826,B1
AR_gpt-4o_3_92_1827,B1
AR_gpt-4o_3_92_1828,B1
AR_gpt-4o_3_92_1829,B1
AR_gpt-4o_3_92_1830,B1
AR_gpt-4o_3_92_1831,B2
AR_gpt-4o_3_92_1832,B2
AR_gpt-4o_3_92_1833,B2
AR_gpt-4o_3_92_1834,B2
AR_gpt-4o_3_92_1835,B2
AR_gpt-4o_3_92_1836,B2
AR_gpt-4o_3_92_1837,B2
AR_gpt-4o_3_92_1838,B2
AR_gpt-4o_3_92_1839,B2
AR_gpt-4o_3_92_1840,B2
AR_gpt-4o_11_93_1841,B1
AR_gpt-4o_11_93_1842,B1
AR_gpt-4o_11_93_1843,B1
AR_gpt-4o_11_93_1844,B1
AR_gpt-4o_11_93_1845,B1
AR_gpt-4o_11_93_1846,B1
AR_gpt-4o_11_93_1847,B1
AR_gpt-4o_11_93_1848,B1
AR_gpt-4o_11_93_1849,B1
AR_gpt-4o_11_93_1850,B1
AR_gpt-4o_11_93_1851,B2
AR_gpt-4o_11_93_1852,B2
AR_gpt-4o_11_93_1853,B2
AR_gpt-4o_11_93_1854,B2
AR_gpt-4o_11_93_1855,B2
AR_gpt-4o_11_93_1856,B2
AR_gpt-4o_11_93_1857,B2
AR_gpt-4o_11_93_1858,B2
AR_gpt-4o_11_93_1859,B2
AR_gpt-4o_11_93_1860,B2
AR_gpt-4o_11_94_1861,B1
AR_gpt-4o_11_94_1862,B1
AR_gpt-4o_11_94_1863,B1
AR_gpt-4o_11_94_1864,B1
AR_gpt-4o_11_94_1865,B1
AR_gpt-4o_11_94_1866,B1
AR_gpt-4o_11_94_1867,B1
AR_gpt-4o_11_94_1868,B1
AR_gpt-4o_11_94_1869,B1
AR_gpt-4o_11_94_1870,B1
AR_gpt-4o_11_94_1871,B2
AR_gpt-4o_11_94_1872,B2
AR_gpt-4o_11_94_1873,B2
AR_gpt-4o_11_94_1874,B2
AR_gpt-4o_11_94_1875,B2
AR_gpt-4o_11_94_1876,B2
AR_gpt-4o_11_94_1877,B2
AR_gpt-4o_11_94_1878,B2
AR_gpt-4o_11_94_1879,B2
AR_gpt-4o_11_94_1880,B2
AR_gpt-4o_2_95_1881,B1
AR_gpt-4o_2_95_1882,B1
AR_gpt-4o_2_95_1883,B1
AR_gpt-4o_2_95_1884,B1
AR_gpt-4o_2_95_1885,B1
AR_gpt-4o_2_95_1886,B1
AR_gpt-4o_2_95_1887,B1
AR_gpt-4o_2_95_1888,B1
AR_gpt-4o_2_95_1889,B1
AR_gpt-4o_2_95_1890,B1
AR_gpt-4o_2_95_1891,B2
AR_gpt-4o_2_95_1892,B2
AR_gpt-4o_2_95_1893,B2
AR_gpt-4o_2_95_1894,B2
AR_gpt-4o_2_95_1895,B2
AR_gpt-4o_2_95_1896,B2
AR_gpt-4o_2_95_1897,B2
AR_gpt-4o_2_95_1898,B2
AR_gpt-4o_2_95_1899,B2
AR_gpt-4o_2_95_1900,B2
AR_gpt-4o_2_96_1901,B1
AR_gpt-4o_2_96_1902,B1
AR_gpt-4o_2_96_1903,B1
AR_gpt-4o_2_96_1904,B1
AR_gpt-4o_2_96_1905,B1
AR_gpt-4o_2_96_1906,B1
AR_gpt-4o_2_96_1907,B1
AR_gpt-4o_2_96_1908,B1
AR_gpt-4o_2_96_1909,B1
AR_gpt-4o_2_96_1910,B1
AR_gpt-4o_2_96_1911,B2
AR_gpt-4o_2_96_1912,B2
AR_gpt-4o_2_96_1913,B2
AR_gpt-4o_2_96_1914,B2
AR_gpt-4o_2_96_1915,B2
AR_gpt-4o_2_96_1916,B2
AR_gpt-4o_2_96_1917,B2
AR_gpt-4o_2_96_1918,B2
AR_gpt-4o_2_96_1919,B2
AR_gpt-4o_2_96_1920,B2
AR_gpt-4o_15_97_1921,B1
AR_gpt-4o_15_97_1922,B1
AR_gpt-4o_15_97_1923,B1
AR_gpt-4o_15_97_1924,B1
AR_gpt-4o_15_97_1925,B1
AR_gpt-4o_15_97_1926,B1
AR_gpt-4o_15_97_1927,B1
AR_gpt-4o_15_97_1928,B1
AR_gpt-4o_15_97_1929,B1
AR_gpt-4o_15_97_1930,B1
AR_gpt-4o_15_97_1931,B2
AR_gpt-4o_15_97_1932,B2
AR_gpt-4o_15_97_1933,B2
AR_gpt-4o_15_97_1934,B2
AR_gpt-4o_15_97_1935,B2
AR_gpt-4o_15_97_1936,B2
AR_gpt-4o_15_97_1937,B2
AR_gpt-4o_15_97_1938,B2
AR_gpt-4o_15_97_1939,B2
AR_gpt-4o_15_97_1940,B2
AR_gpt-4o_15_98_1941,B1
AR_gpt-4o_15_98_1942,B1
AR_gpt-4o_15_98_1943,B1
AR_gpt-4o_15_98_1944,B1
AR_gpt-4o_15_98_1945,B1
AR_gpt-4o_15_98_1946,B1
AR_gpt-4o_15_98_1947,B1
AR_gpt-4o_15_98_1948,B1
AR_gpt-4o_15_98_1949,B1
AR_gpt-4o_15_98_1950,B1
AR_gpt-4o_15_98_1951,B2
AR_gpt-4o_15_98_1952,B2
AR_gpt-4o_15_98_1953,B2
AR_gpt-4o_15_98_1954,B2
AR_gpt-4o_15_98_1955,B2
AR_gpt-4o_15_98_1956,B2
AR_gpt-4o_15_98_1957,B2
AR_gpt-4o_15_98_1958,B2
AR_gpt-4o_15_98_1959,B2
AR_gpt-4o_15_98_1960,B2
AR_gpt-4o_17_99_1961,B1
AR_gpt-4o_17_99_1962,B1
AR_gpt-4o_17_99_1963,B1
AR_gpt-4o_17_99_1964,B1
AR_gpt-4o_17_99_1965,B1
AR_gpt-4o_17_99_1966,B1
AR_gpt-4o_17_99_1967,B1
AR_gpt-4o_17_99_1968,B1
AR_gpt-4o_17_99_1969,B1
AR_gpt-4o_17_99_1970,B1
AR_gpt-4o_17_99_1971,B2
AR_gpt-4o_17_99_1972,B2
AR_gpt-4o_17_99_1973,B2
AR_gpt-4o_17_99_1974,B2
AR_gpt-4o_17_99_1975,B2
AR_gpt-4o_17_99_1976,B2
AR_gpt-4o_17_99_1977,B2
AR_gpt-4o_17_99_1978,B2
AR_gpt-4o_17_99_1979,B2
AR_gpt-4o_17_99_1980,B2
AR_gpt-4o_7_100_1981,B1
AR_gpt-4o_7_100_1982,B1
AR_gpt-4o_7_100_1983,B1
AR_gpt-4o_7_100_1984,B1
AR_gpt-4o_7_100_1985,B1
AR_gpt-4o_7_100_1986,B1
