essay_id,depth_mean,depth_max,depth_list,breadth_mean,breadth_max,breadth_list,total_nodes_mean,total_nodes_max,total_nodes_list,max_branching_factor_mean,max_branching_factor_max,max_branching_factor_list,CEFR
AR-030-268469,7.7272727272727275,12,"5,6,9,5,7,8,12,7,8,6,12",5.181818181818182,9,"4,5,5,5,5,9,8,4,4,6,2",19.818181818181817,50,"10,16,22,10,17,28,50,13,22,17,13",4.909090909090909,9,"4,5,5,5,5,9,7,4,4,4,2",B1
AR-030-386369,9.0,12,"12,6,9,12,9,6,12,7,8",4.888888888888889,7,"6,5,4,4,7,4,5,5,4",22.77777777777778,32,"29,15,22,26,32,16,28,20,17",4.555555555555555,7,"4,4,4,4,7,4,5,5,4",B2
AR-030-81027,7.5,8,"8,7",5.5,6,"6,5",21.5,24,"19,24",4.5,5,"4,5",A2
AR-030-81757,10.0,12,"10,9,11,11,7,12,11,12,11,6",6.7,9,"6,9,9,7,4,5,6,8,7,6",31.1,51,"28,34,51,44,19,25,24,39,34,13",5.8,9,"6,9,5,6,4,4,6,8,4,6",B2
AR-030-83625,7.0,7,7,3.0,3,3,9.0,9,9,3.0,3,3,Unassessable
AR-030-85891,10.0,13,"13,7",4.5,5,"5,4",27.5,40,"40,15",4.0,4,"4,4",A2
AR-030-87953,12.0,16,"15,8,16,9",7.25,10,"6,7,10,6",51.75,91,"52,30,91,34",5.75,8,"4,7,8,4",B1
AR-030-89249,11.0,14,"8,14",12.0,12,"12,12",62.5,72,"53,72",8.0,9,"7,9",B1
AR-030-89881,8.666666666666666,11,"6,9,11",3.3333333333333335,4,"4,3,3",17.666666666666668,21,"15,17,21",3.3333333333333335,4,"4,3,3",B1
AR-030-90528,11.0,19,"5,14,10,19,10,8",5.666666666666667,7,"4,6,5,5,7,7",36.0,57,"12,42,33,57,47,25",5.0,6,"4,6,5,5,5,5",A2
AR-030-92524,8.7,12,"10,11,6,9,11,6,6,6,12,10",5.1,7,"4,6,5,7,6,4,3,5,7,4",22.9,40,"18,35,10,37,40,15,12,10,38,14",4.5,6,"4,6,5,4,5,4,3,5,5,4",B1
AR-030-92800,8.75,11,"10,11,7,7",3.25,4,"3,3,3,4",15.25,19,"16,19,14,12",3.25,4,"3,3,3,4",B1
AR-030-93360,12.666666666666666,20,"20,14,12,12,14,4",7.833333333333333,10,"10,6,9,10,9,3",46.166666666666664,71,"61,31,71,66,42,6",7.166666666666667,10,"6,6,9,10,9,3",B2
AR-030-96339,11.8,17,"7,13,14,17,8",5.2,7,"5,3,6,7,5",35.0,64,"24,23,43,64,21",5.0,6,"5,3,6,6,5",B1
AR-030-96683,8.88888888888889,13,"6,13,6,9,12,8,9,10,7",5.444444444444445,7,"6,7,3,5,5,5,5,6,7",21.11111111111111,37,"24,37,11,20,18,18,24,19,19",5.333333333333333,7,"6,6,3,5,5,5,5,6,7",B1
AR-030-97791,10.833333333333334,19,"10,10,17,5,19,4",6.666666666666667,12,"5,7,12,3,8,5",29.0,60,"25,24,60,11,45,9",6.0,8,"5,7,8,3,8,5",B1
AR-130-119813,6.333333333333333,9,"6,4,9",4.333333333333333,5,"5,4,4",16.0,21,"17,10,21",4.333333333333333,5,"5,4,4",A2
AR-130-119831,7.0,8,"8,6",8.0,8,"8,8",22.5,23,"23,22",6.0,8,"4,8",Unassessable
AR-130-121991965,10.6,19,"6,12,19,8,8",5.6,7,"6,7,6,3,6",27.0,51,"19,51,36,13,16",5.2,7,"4,7,6,3,6",B1
AR-130-165859,8.833333333333334,13,"5,6,13,10,11,8",4.666666666666667,7,"3,4,7,4,5,5",20.0,32,"10,14,31,16,32,17",4.0,5,"3,4,4,4,4,5",B2
AR-130-165949,9.833333333333334,18,"9,7,7,18,9,9",5.5,7,"4,6,5,7,7,4",30.0,57,"21,25,25,57,38,14",5.5,7,"4,6,5,7,7,4",B1
AR-130-168718,9.555555555555555,14,"13,7,10,14,4,8,10,11,9",5.555555555555555,9,"9,4,4,5,7,4,5,5,7",26.555555555555557,53,"53,17,22,28,15,22,22,21,39",4.444444444444445,7,"5,4,3,5,7,4,3,5,4",B2
AR-130-186196,9.75,16,"10,11,4,4,12,16,12,9",5.125,7,"5,4,4,3,6,6,6,7",28.125,42,"33,28,8,6,42,42,31,35",4.625,7,"3,3,4,3,6,5,6,7",B1
AR-130-187968,9.333333333333334,12,"10,10,12,8,8,10,10,10,6",7.444444444444445,13,"5,13,12,7,6,6,8,4,6",34.0,61,"34,61,54,28,25,30,39,19,16",6.222222222222222,9,"5,9,8,7,6,5,6,4,6",B1
AR-130-188359,7.25,8,"8,8,7,6",4.25,5,"4,4,5,4",14.25,16,"14,12,16,15",3.75,4,"4,4,3,4",B1
AR-130-188826,18.333333333333332,22,"18,15,22",8.0,9,"7,8,9",70.66666666666667,94,"63,55,94",7.0,9,"6,6,9",B2
AR-130-188847,14.0,14,14,16.0,16,16,99.0,99,99,11.0,11,11,B1
AR-130-188945,10.2,17,"17,7,7,15,5",5.6,8,"8,4,5,7,4",24.2,37,"37,19,17,37,11",5.0,8,"8,4,5,5,3",A2
AR-130-189349,10.375,15,"5,14,12,15,4,10,14,9",7.5,14,"8,8,14,9,5,5,6,5",33.375,65,"21,45,65,49,11,26,29,21",5.875,9,"6,7,9,5,5,4,6,5",B2
AR-130-189525,9.2,10,"9,8,9,10,10",4.8,7,"2,5,5,5,7",23.4,36,"13,18,28,22,36",4.0,5,"2,5,5,3,5",B1
AR-130-189611,10.714285714285714,16,"2,16,11,11,13,15,7",5.857142857142857,8,"3,3,8,7,8,7,5",35.142857142857146,55,"4,29,43,46,55,51,18",5.285714285714286,7,"3,3,6,7,6,7,5",B1
AR-130-189750,14.4,25,"12,7,25,13,15",6.0,7,"5,7,6,5,7",42.0,62,"28,21,58,41,62",5.6,7,"4,7,6,5,6",B1
AR-130-189799,12.333333333333334,15,"10,12,15",10.666666666666666,13,"11,8,13",72.66666666666667,103,"50,65,103",5.666666666666667,7,"5,7,5",B1
AR-130-189921,10.8,14,"14,10,9,14,7",6.2,8,"4,6,6,8,7",28.4,33,"27,28,33,30,24",4.8,6,"4,4,6,4,6",B1
AR-130-190122,10.0,12,"11,9,11,12,7",6.0,7,"4,7,7,7,5",29.6,37,"24,34,37,35,18",5.0,7,"4,5,4,7,5",B1
AR-130-190307,10.833333333333334,20,"5,13,20,13,9,5",6.166666666666667,11,"4,8,4,11,5,5",37.166666666666664,66,"14,62,39,66,26,16",4.5,5,"3,5,4,5,5,5",B1
AR-130-190317,12.5,17,"17,16,12,8,14,8",5.833333333333333,8,"5,8,5,6,5,6",34.833333333333336,64,"40,64,26,32,33,14",5.5,6,"5,6,5,6,5,6",B1
AR-130-190447,16.6,28,"16,14,12,13,28",7.6,10,"7,10,10,6,5",49.6,64,"46,53,51,34,64",6.0,7,"5,7,7,6,5",C1
AR-130-190745,11.666666666666666,16,"16,7,12",6.333333333333333,7,"6,7,6",41.333333333333336,57,"57,30,37",6.0,7,"5,7,6",B1
AR-130-190808,11.333333333333334,17,"9,12,10,12,17,8",4.833333333333333,6,"6,5,6,4,4,4",30.166666666666668,39,"30,31,39,27,37,17",4.333333333333333,6,"4,5,6,3,4,4",B1
AR-130-190855,9.875,13,"10,7,10,10,9,13,13,7",4.375,6,"6,4,3,6,6,4,3,3",22.875,31,"29,15,19,22,31,28,27,12",4.125,6,"5,4,3,6,6,3,3,3",B2
AR-130-190863,11.666666666666666,14,"6,13,14,14,14,9",4.833333333333333,7,"6,4,3,7,4,5",28.5,42,"20,23,32,42,30,24",4.166666666666667,5,"4,4,3,5,4,5",B1
AR-130-191075,7.5,10,"4,10,6,10",5.0,8,"5,8,4,3",20.0,34,"13,34,15,18",4.0,6,"3,6,4,3",B1
AR-130-191088,9.25,11,"8,8,10,11",4.75,6,"5,3,5,6",28.5,41,"26,13,34,41",4.5,6,"5,3,4,6",B1
AR-130-191115,10.125,14,"7,11,11,8,7,14,12,11",6.125,13,"4,13,5,4,6,6,4,7",29.5,57,"15,57,29,18,19,31,28,39",5.875,11,"4,11,5,4,6,6,4,7",B1
AR-130-191242,10.666666666666666,16,"8,7,16,6,15,12",4.666666666666667,6,"5,3,4,4,6,6",25.666666666666668,46,"21,11,37,14,46,25",3.8333333333333335,5,"5,3,3,4,4,4",B2
AR-130-191743,12.0,28,"28,8,6,17,13,7,6,12,13,10",5.2,9,"5,5,4,5,4,9,4,4,5,7",28.4,48,"48,28,9,42,29,21,9,31,28,39",4.7,9,"4,5,4,4,3,9,4,4,4,6",B1
AR-130-191794,8.0,12,"6,6,10,12,9,7,7,7",6.0,12,"8,5,5,6,12,4,3,5",24.75,39,"24,20,28,39,37,15,13,22",4.375,6,"4,3,5,5,6,4,3,5",B2
AR-130-191809,9.428571428571429,12,"9,10,7,8,12,8,12",5.857142857142857,7,"4,6,7,7,7,4,6",26.0,45,"19,28,28,28,45,12,22",5.142857142857143,6,"3,6,6,5,6,4,6",B1
AR-130-191850,8.7,12,"10,8,8,4,10,8,12,11,6,10",3.9,6,"4,3,2,3,4,6,6,4,4,3",19.3,31,"18,17,11,8,21,28,31,21,16,22",3.8,6,"4,3,2,3,4,6,6,3,4,3",B1
AR-130-192155,9.4,11,"8,11,11,10,7",5.2,6,"4,4,6,6,6",25.6,31,"20,31,26,31,20",4.6,6,"4,4,6,5,4",B1
AR-130-192218,10.6,14,"8,9,12,10,14",5.6,8,"7,4,4,8,5",31.0,41,"37,19,26,32,41",4.0,5,"4,4,2,5,5",B1
AR-130-192387,12.0,15,"15,9",10.0,12,"12,8",53.5,67,"67,40",5.5,7,"7,4",B1
AR-130-192490,11.0,13,"9,11,10,12,13",7.6,9,"8,7,7,7,9",43.4,55,"38,43,32,49,55",6.6,7,"6,6,7,7,7",B2
AR-130-192528,7.571428571428571,13,"6,5,13,6,9,9,5",5.714285714285714,8,"4,4,7,5,6,8,6",24.857142857142858,44,"16,10,44,15,32,42,15",5.428571428571429,8,"4,4,5,5,6,8,6",B1
AR-130-192582,17.0,17,17,7.0,7,7,63.0,63,63,5.0,5,5,B1
AR-130-192654,11.2,14,"7,14,10,14,11",7.0,11,"6,7,11,5,6",36.4,53,"24,53,43,27,35",6.0,10,"4,5,10,5,6",B2
AR-130-192696,11.0,13,"12,12,11,12,9,10,13,9",5.0,7,"5,4,6,7,3,6,5,4",26.0,33,"32,23,33,29,14,26,33,18",4.75,7,"3,4,6,7,3,6,5,4",B1
AR-130-192707,10.142857142857142,16,"6,11,9,10,16,14,5",5.571428571428571,9,"4,6,5,9,5,4,6",30.428571428571427,54,"16,28,21,46,54,33,15",5.0,6,"4,5,5,6,5,4,6",B2
AR-130-192747,9.857142857142858,14,"9,8,7,8,10,13,14",5.857142857142857,9,"6,6,5,5,6,4,9",27.142857142857142,53,"26,25,16,21,22,27,53",4.285714285714286,6,"4,5,4,3,6,4,4",B1
AR-130-192751,9.166666666666666,16,"11,7,9,16,4,8",4.833333333333333,6,"5,6,5,4,4,5",20.833333333333332,31,"31,22,16,23,10,23",4.0,5,"5,4,5,3,3,4",B1
AR-130-192885,8.75,13,"10,10,11,9,6,5,13,6",4.375,6,"3,5,4,5,6,3,5,4",19.875,33,"18,27,20,22,19,8,33,12",3.625,5,"2,5,4,3,4,3,4,4",B1
AR-130-192922,15.5,17,"14,17",9.0,10,"10,8",67.5,68,"68,67",6.5,7,"6,7",B1
AR-130-192949,10.75,14,"8,14,11,10",6.0,10,"6,10,4,4",37.25,75,"31,75,22,21",4.0,5,"3,5,4,4",B1
AR-130-193363,12.0,15,"14,7,12,15",6.0,9,"4,9,7,4",34.75,48,"25,30,48,36",4.75,6,"4,6,5,4",B1
AR-130-193451,8.833333333333334,11,"6,9,9,9,11,9",5.666666666666667,8,"6,8,7,4,5,4",23.5,30,"18,30,30,19,25,19",4.833333333333333,6,"6,6,5,4,5,3",B1
AR-130-193838,16.5,18,"15,18",7.0,10,"10,4",60.0,78,"78,42",5.5,7,"7,4",B1
AR-130-194708,9.0,9,9,8.0,8,8,38.0,38,38,7.0,7,7,B1
AR-130-194718,9.363636363636363,13,"8,9,9,10,7,8,8,13,12,10,9",6.090909090909091,8,"8,6,4,8,6,7,6,5,6,5,6",26.90909090909091,37,"37,26,23,35,23,31,24,26,33,21,17",4.818181818181818,6,"4,4,4,6,6,5,4,3,6,5,6",B2
AR-130-195100,9.625,15,"7,15,10,11,7,8,10,9",6.375,9,"7,4,7,5,7,7,5,9",26.125,38,"23,21,38,24,25,20,20,38",5.625,8,"5,4,7,5,6,7,3,8",B1
AR-130-19632,8.166666666666666,12,"3,12,9,10,12,3",4.5,5,"4,5,4,5,5,4",19.0,32,"7,29,21,17,32,8",4.166666666666667,5,"4,4,4,5,4,4",B1
AR-130-197835,11.916666666666666,18,"16,6,12,8,11,14,12,10,11,13,12,18",7.25,11,"5,4,8,7,9,5,9,4,9,8,11,8",38.75,57,"33,12,33,29,51,39,40,22,47,50,52,57",6.5,11,"4,4,8,7,6,4,9,4,9,6,11,6",B2
AR-130-197898,12.75,17,"14,8,17,12",5.75,10,"5,4,10,4",36.5,69,"33,17,69,27",5.0,8,"4,4,8,4",B2
AR-130-198249,10.0,17,"8,8,5,17,13,9",7.333333333333333,10,"7,10,6,7,10,4",33.666666666666664,51,"26,38,17,51,40,30",5.5,10,"5,5,4,5,10,4",B2
AR-130-19883,9.5,16,"9,7,6,16,9,8,11,10",5.375,8,"8,3,4,6,5,7,6,4",24.875,47,"29,12,19,47,16,27,29,20",4.875,8,"8,3,3,6,5,4,6,4",B1
AR-130-199101,10.0,15,"7,12,8,9,10,6,10,15,9,13,8,13",5.416666666666667,9,"4,4,3,9,4,7,5,6,5,8,4,6",28.583333333333332,57,"18,22,10,37,20,27,27,46,22,57,17,40",4.916666666666667,8,"4,4,3,8,4,7,5,6,4,5,3,6",B2
AR-130-19921,10.125,14,"6,9,13,10,13,14,12,4",5.5,9,"9,5,6,3,4,8,5,4",30.0,52,"25,23,39,25,35,52,34,7",4.625,6,"5,5,6,3,4,5,5,4",B1
AR-130-199634,11.714285714285714,13,"13,11,12,13,9,12,12",6.571428571428571,8,"8,5,7,6,6,8,6",34.57142857142857,50,"42,29,22,46,23,50,30",6.0,7,"5,5,7,6,6,7,6",B2
AR-130-199747,9.625,16,"9,16,6,16,9,9,5,7",6.375,8,"6,7,8,6,3,8,5,8",29.875,50,"25,42,26,50,17,37,15,27",5.625,8,"6,3,8,5,3,8,4,8",B2
AR-130-199818,10.333333333333334,12,"6,12,11,12,10,11",4.666666666666667,7,"4,7,5,3,5,4",24.166666666666668,39,"12,39,23,20,27,24",4.166666666666667,5,"4,5,5,3,5,3",B1
AR-130-287997,9.166666666666666,14,"7,14,5,12,9,8",4.666666666666667,6,"3,6,5,5,4,5",22.0,34,"10,34,14,29,23,22",4.333333333333333,6,"3,6,4,5,4,4",B1
AR-130-288874,9.0,11,"10,10,11,5",4.5,5,"4,4,5,5",22.5,31,"25,21,31,13",3.75,5,"4,3,5,3",B2
AR-130-289073,8.0,10,"5,9,10",6.333333333333333,8,"4,8,7",26.0,35,"12,31,35",4.666666666666667,6,"3,5,6",B1
AR-130-289115,10.0,10,10,11.0,11,11,46.0,46,46,6.0,6,6,A2
AR-130-289903,9.0,10,"9,9,10,8",5.5,9,"9,5,5,3",25.0,36,"36,24,26,14",4.0,5,"5,4,4,3",B1
AR-130-292703,5.0,5,5,2.0,2,2,7.0,7,7,2.0,2,2,Unassessable
AR-130-294255,10.222222222222221,18,"5,10,6,11,7,7,12,16,18",5.222222222222222,6,"4,5,5,5,4,6,6,6,6",27.0,48,"14,28,17,30,20,27,24,35,48",4.888888888888889,6,"4,5,4,5,4,5,6,6,5",B1
AR-130-68830,8.75,13,"7,13,6,9",4.75,7,"5,7,3,4",27.75,53,"22,53,10,26",3.75,4,"4,4,3,4",B1
AR-130-80566,11.125,18,"18,8,6,14,13,7,14,9",4.25,7,"5,6,2,4,4,3,3,7",25.5,44,"44,20,8,31,30,16,24,31",3.625,6,"4,6,2,3,4,3,2,5",B2
AR-130-80816,15.0,16,"14,16",13.0,14,"14,12",100.5,104,"104,97",11.0,12,"10,12",B1
AR-130-80823,9.428571428571429,15,"8,9,9,15,8,7,10",6.0,7,"7,7,7,6,6,6,3",31.857142857142858,50,"32,35,36,50,26,19,25",5.285714285714286,6,"6,6,6,6,4,6,3",B2
AR-130-81303,10.5,18,"11,6,10,9,18,13,11,6",5.75,8,"3,4,4,8,8,7,7,5",27.875,51,"19,14,17,37,51,34,40,11",5.125,7,"3,4,4,7,5,7,6,5",B1
AR-130-81425,7.285714285714286,10,"7,9,5,7,6,7,10",4.285714285714286,7,"4,4,3,7,4,5,3",17.571428571428573,24,"21,24,10,23,11,18,16",3.7142857142857144,5,"4,3,3,4,4,5,3",B1
AR-130-81723,12.9,20,"9,15,13,13,20,13,11,13,10,12",6.3,9,"6,6,4,5,7,5,9,6,6,9",34.8,53,"26,28,24,39,53,26,40,39,29,44",5.9,9,"4,6,4,4,7,5,8,6,6,9",B2
AR-130-81912,5.0,7,"7,3",4.0,5,"5,3",12.5,19,"19,6",4.0,5,"5,3",Unassessable
AR-130-81924,9.125,13,"8,9,9,7,8,9,13,10",6.375,8,"6,8,5,5,4,8,7,8",25.25,35,"33,35,15,14,16,22,33,34",6.125,8,"5,7,5,5,4,8,7,8",B2
AR-130-81952,8.916666666666666,16,"6,8,11,6,10,8,8,9,11,16,9,5",5.666666666666667,10,"5,4,4,5,6,7,10,7,5,4,5,6",22.916666666666668,41,"10,15,16,15,24,31,41,24,31,28,25,15",5.166666666666667,7,"5,4,4,5,6,5,7,7,5,4,5,5",B2
AR-130-81953,10.0,18,"6,7,11,15,18,5,8",5.714285714285714,9,"6,3,3,9,9,5,5",27.0,61,"20,13,19,61,44,12,20",5.571428571428571,9,"6,3,3,8,9,5,5",B2
AR-130-82310,8.363636363636363,13,"3,4,11,13,7,11,12,9,8,7,7",5.7272727272727275,9,"4,4,6,5,5,7,4,8,9,4,7",22.727272727272727,35,"7,9,27,32,11,30,28,35,35,12,24",5.0,7,"4,4,6,4,5,6,2,6,7,4,7",B1
AR-130-82421,11.166666666666666,15,"9,14,8,9,15,12",6.166666666666667,9,"6,6,5,5,9,6",38.0,78,"32,32,24,26,78,36",5.333333333333333,7,"3,6,5,5,7,6",B2
AR-130-82659,9.5,17,"7,5,17,16,5,7",4.833333333333333,7,"3,4,7,6,3,6",24.333333333333332,47,"11,12,47,41,10,25",4.333333333333333,7,"3,3,7,6,3,4",B1
AR-130-82673,7.8,11,"7,5,11,8,7,8,5,10,9,8",5.7,8,"4,5,7,6,4,8,7,7,5,4",22.4,41,"13,12,35,23,15,38,16,41,17,14",5.2,7,"4,5,4,6,4,6,7,7,5,4",B1
AR-130-82789,11.4,16,"6,11,13,16,11",5.8,8,"3,5,6,8,7",27.6,34,"13,34,29,34,28",5.4,8,"3,5,4,8,7",B2
AR-130-83139,8.6,12,"7,12,8,10,6",6.4,9,"6,9,7,5,5",25.2,40,"18,40,29,19,20",5.2,7,"4,7,5,5,5",B1
AR-130-83165,10.142857142857142,21,"8,7,11,21,6,11,7",5.714285714285714,8,"6,6,7,4,3,6,8",27.428571428571427,50,"31,23,50,34,13,24,17",5.0,8,"5,4,5,4,3,6,8",B1
AR-130-83576,9.0,14,"11,14,6,9,4,10",6.0,9,"6,9,4,7,4,6",24.833333333333332,39,"21,37,13,39,10,29",5.333333333333333,7,"6,7,4,5,4,6",B1
AR-130-83847,5.0,6,"6,4",3.0,3,"3,3",9.0,10,"10,8",3.0,3,"3,3",Unassessable
AR-130-83934,10.0,13,"5,13,6,13,13",5.8,9,"5,7,4,4,9",30.0,54,"17,35,13,31,54",4.8,7,"4,7,4,4,5",B1
AR-130-84014,9.11111111111111,15,"8,6,7,8,6,13,15,4,15",5.777777777777778,10,"7,3,6,7,5,4,10,6,4",27.555555555555557,67,"28,12,21,26,15,31,67,13,35",5.0,7,"6,3,4,7,4,4,7,6,4",B1
AR-130-84446,9.7,14,"5,14,7,9,9,12,14,7,11,9",5.5,10,"4,5,5,4,6,4,10,4,5,8",26.1,62,"10,37,18,18,24,22,62,16,23,31",4.5,8,"4,5,5,3,4,4,8,4,4,4",B2
AR-130-84488,10.285714285714286,15,"13,8,15,11,11,4,10",6.0,8,"6,5,4,6,5,8,8",27.857142857142858,49,"49,22,23,27,22,17,35",5.571428571428571,8,"5,4,3,6,5,8,8",B1
AR-130-84627,15.25,19,"19,19,8,15",5.75,8,"5,5,5,8",46.5,80,"50,37,19,80",5.75,8,"5,5,5,8",B2
AR-130-84660,11.8,16,"15,16,9,12,7",7.0,10,"7,8,3,10,7",38.4,56,"56,55,14,44,23",6.6,8,"7,8,3,8,7",B1
AR-130-84687,9.0,10,"8,10",5.0,6,"4,6",22.0,29,"15,29",5.0,6,"4,6",B1
